,category,domain,img,type,task
1558,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1615.jpg,train,3
1559,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1616.jpg,train,1
1560,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1617.jpg,train,3
1561,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1618.jpg,train,3
1562,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1619.jpg,train,3
1563,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1620.jpg,train,1
1564,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1621.jpg,train,3
1565,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1622.jpg,train,3
1566,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1623.jpg,train,1
1567,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1624.jpg,test,13
1568,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1625.jpg,train,3
1569,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1626.jpg,train,1
1570,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1627.jpg,train,3
1571,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1633.jpg,train,3
1572,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1634.jpg,train,3
1573,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1637.jpg,train,3
1574,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1638.jpg,train,3
1575,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1639.jpg,train,3
1576,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1640.jpg,train,1
1577,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1641.jpg,train,3
1578,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1642.jpg,train,3
1579,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1643.jpg,train,3
1580,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1644.jpg,train,3
1581,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1645.jpg,train,3
1582,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1646.jpg,train,3
1583,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1647.jpg,train,3
1584,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1648.jpg,train,3
1585,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1649.jpg,train,3
1586,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1652.jpg,train,1
1587,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1653.jpg,train,3
1588,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1654.jpg,train,3
1589,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1655.jpg,train,14
1590,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1656.jpg,train,3
1591,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1657.jpg,train,3
1592,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1658.jpg,train,3
1593,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1659.jpg,train,3
1594,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1660.jpg,train,25
1595,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1661.jpg,train,1
1596,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1662.jpg,train,1
1597,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1663.jpg,train,3
1598,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1664.jpg,train,3
1599,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1665.jpg,train,3
1600,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1666.jpg,train,4
1601,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1667.jpg,train,3
1602,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1668.jpg,train,1
1603,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1669.jpg,train,1
1604,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1670.jpg,train,1
1605,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1671.jpg,train,3
1606,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1672.jpg,train,3
1607,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1673.jpg,train,3
1608,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1675.jpg,train,3
1609,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1676.jpg,train,1
1610,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1677.jpg,test,6
1611,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1680.jpg,test,8
1612,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1681.jpg,train,3
1613,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1682.jpg,train,3
1614,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1683.jpg,train,3
1615,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1685.jpg,train,1
1616,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1688.jpg,train,3
1617,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1689.jpg,train,3
1618,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1690.jpg,train,1
1619,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1691.jpg,train,3
1620,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1692.jpg,train,3
1621,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1693.jpg,train,3
1622,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1694.jpg,train,21
1623,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1695.jpg,train,1
1624,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1696.jpg,train,3
1625,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1697.jpg,train,3
1626,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1698.jpg,train,3
1627,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1699.jpg,train,1
1628,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1700.jpg,train,3
1629,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1701.jpg,train,1
1630,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1702.jpg,train,1
1631,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1703.jpg,train,3
1632,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1704.jpg,train,3
1633,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1705.jpg,train,3
1634,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1706.jpg,train,3
1635,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1707.jpg,train,3
1636,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1708.jpg,train,3
1637,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1709.jpg,train,3
1638,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1710.jpg,train,3
1639,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1711.jpg,train,1
1640,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1712.jpg,train,3
1641,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1713.jpg,train,3
1642,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1715.jpg,train,1
1643,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1719.jpg,train,3
1644,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1720.jpg,train,3
1645,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1721.jpg,train,1
1646,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1722.jpg,train,1
1647,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1723.jpg,train,3
1648,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1725.jpg,train,1
1649,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1726.jpg,train,3
1650,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1727.jpg,train,1
1651,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1728.jpg,train,3
1652,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1729.jpg,train,3
1653,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1730.jpg,train,3
1654,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1731.jpg,train,3
1655,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1732.jpg,train,3
1656,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1733.jpg,train,3
1657,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1734.jpg,train,3
1658,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1735.jpg,train,1
1659,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1736.jpg,train,3
1660,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1737.jpg,train,1
1661,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1738.jpg,train,3
1662,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1739.jpg,train,1
1663,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1740.jpg,train,1
1664,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1741.jpg,train,3
1665,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1742.jpg,train,3
1666,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1743.jpg,train,3
1667,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1744.jpg,train,3
1668,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1745.jpg,train,1
1669,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1746.jpg,train,3
1670,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1747.jpg,train,3
1671,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1748.jpg,train,1
1672,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1749.jpg,train,3
1673,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1750.jpg,train,1
1674,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1751.jpg,train,3
1675,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1752.jpg,train,3
1676,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1753.jpg,train,1
1677,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1754.jpg,train,3
1678,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1757.jpg,train,3
1679,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1758.jpg,train,3
1680,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1759.jpg,train,3
1681,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1760.jpg,train,1
1682,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1761.jpg,train,3
1683,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1762.jpg,train,1
1684,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1763.jpg,train,1
1685,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1764.jpg,train,1
1686,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1765.jpg,train,1
1687,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1766.jpg,train,3
1688,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1767.jpg,train,3
1689,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1768.jpg,train,3
1690,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1769.jpg,train,1
1691,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1771.jpg,train,1
1692,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1772.jpg,train,1
1693,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1773.jpg,train,1
1694,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1774.jpg,train,3
1695,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1775.jpg,train,3
1696,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1776.jpg,train,3
1697,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1777.jpg,train,1
1698,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1778.jpg,train,3
1699,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1779.jpg,train,3
1700,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1780.jpg,train,1
1701,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1781.jpg,train,3
1702,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1782.jpg,train,26
1703,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1783.jpg,train,3
1704,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1784.jpg,train,3
1705,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\1785.jpg,train,3
