,category,domain,img,type,task
2883,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3153.jpg,train,2
2884,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3154.jpg,train,2
2885,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3155.jpg,train,2
2886,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3156.jpg,train,2
2887,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3163.jpg,train,2
2888,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3164.jpg,train,2
2889,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3165.jpg,train,2
2890,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3166.jpg,train,2
2891,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3167.jpg,train,2
2892,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3168.jpg,train,2
2893,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3169.jpg,train,2
2894,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3170.jpg,train,2
2895,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3171.jpg,train,2
2896,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3172.jpg,train,2
2897,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3173.jpg,train,2
2898,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3175.jpg,train,2
2899,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3176.jpg,train,2
2900,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3177.jpg,train,2
2901,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3178.jpg,train,2
2902,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3179.jpg,train,2
2903,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3180.jpg,train,2
2904,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3181.jpg,train,2
2905,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3182.jpg,train,2
2906,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3183.jpg,train,2
2907,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3184.jpg,train,2
2908,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3185.jpg,train,2
2909,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3186.jpg,train,2
2910,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3187.jpg,train,2
2911,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3189.jpg,train,2
2912,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3190.jpg,train,2
2913,bois,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\bois\3192.jpg,train,2
2914,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1318.jpg,test,7
2915,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1327.jpg,test,1
2916,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1375.jpg,train,1
2917,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1477.jpg,test,2
2918,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1484.jpg,train,1
2919,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1499.jpg,train,1
2920,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1539.jpg,train,1
2921,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1543.jpg,train,1
2922,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1544.jpg,test,13
2923,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1607.jpg,train,1
2924,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1608.jpg,train,1
2925,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1630.jpg,train,1
2926,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1684.jpg,train,1
2927,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1770.jpg,train,1
2928,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1791.jpg,train,1
2929,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1810.jpg,test,8
2930,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1833.jpg,train,1
2931,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1898.jpg,train,1
2932,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1919.jpg,test,9
2933,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1969.jpg,train,1
2934,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\1998.jpg,train,1
2935,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2038.jpg,train,1
2936,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2043.jpg,train,1
2937,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2061.jpg,train,1
2938,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2087.jpg,train,1
2939,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2200.jpg,train,1
2940,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2692.jpg,train,1
2941,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2775.jpg,train,1
2942,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2790.jpg,train,1
2943,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2794.jpg,test,6
2944,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2798.jpg,train,1
2945,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2824.jpg,train,1
2946,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2842.jpg,test,4
2947,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2852.jpg,train,1
2948,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2867.jpg,train,1
2949,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2900.jpg,train,1
2950,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2904.jpg,train,1
2951,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2938.jpg,train,1
2952,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2967.jpg,train,1
2953,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\2982.jpg,train,1
2954,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\3024.jpg,train,1
2955,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\3089.jpg,train,1
2956,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\3093.jpg,test,14
2957,carton,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\carton\3162.jpg,train,1
2958,ferreux,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\ferreux\2015.jpg,test,5
2959,ferreux,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\ferreux\2016.jpg,train,1
2960,ferreux,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\ferreux\2044.jpg,train,1
2961,ferreux,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\ferreux\2937.jpg,train,1
2962,film,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\film\1266.jpg,train,1
2963,gravat,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\gravat\1678.jpg,test,1
2964,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1283.jpg,train,1
2965,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1326.jpg,train,1
2966,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1376.jpg,train,1
2967,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1385.jpg,train,1
2968,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1451.jpg,train,1
2969,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1480.jpg,test,6
2970,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1498.jpg,train,1
2971,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1531.jpg,train,1
2972,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1542.jpg,test,6
2973,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1574.jpg,train,1
2974,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1629.jpg,train,1
2975,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1632.jpg,train,1
2976,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1636.jpg,train,1
2977,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1674.jpg,test,4
2978,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1687.jpg,test,15
2979,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1714.jpg,train,1
2980,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1724.jpg,train,1
2981,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1756.jpg,train,1
2982,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1814.jpg,train,1
2983,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1820.jpg,train,1
2984,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1871.jpg,train,1
2985,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1872.jpg,test,15
2986,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1876.jpg,test,8
2987,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1888.jpg,train,1
2988,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1891.jpg,train,1
2989,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1904.jpg,train,1
2990,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1923.jpg,train,1
2991,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1924.jpg,train,1
2992,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\1967.jpg,train,1
2993,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2008.jpg,train,1
2994,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2056.jpg,train,1
2995,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2058.jpg,test,10
2996,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2059.jpg,train,1
2997,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2060.jpg,test,9
2998,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2062.jpg,test,4
2999,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2107.jpg,train,1
3000,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2108.jpg,test,3
3001,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2182.jpg,train,1
3002,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2184.jpg,train,1
3003,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2208.jpg,test,8
3004,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2215.jpg,train,1
3005,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2275.jpg,train,1
3006,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2300.jpg,train,1
3007,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2355.jpg,train,1
3008,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2453.jpg,train,1
3009,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2510.jpg,train,1
3010,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2578.jpg,train,1
3011,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2629.jpg,train,1
3012,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2749.jpg,train,1
3013,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2770.jpg,train,1
3014,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2796.jpg,train,1
3015,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2820.jpg,train,1
3016,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2870.jpg,train,1
3017,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2896.jpg,train,1
3018,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2946.jpg,train,1
3019,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2948.jpg,train,1
3020,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\2965.jpg,train,1
3021,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3025.jpg,train,1
3022,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3028.jpg,train,1
3023,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3094.jpg,train,1
3024,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3114.jpg,train,1
3025,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3133.jpg,train,1
3026,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3134.jpg,train,1
3027,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3137.jpg,train,1
3028,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3143.jpg,train,1
3029,mousse,Acquisition-amas-mixte-bois-ecomobilier-bigbag122,./dataset_fairewaste-classification\test\Acquisition-amas-mixte-bois-ecomobilier-bigbag122\mousse\3151.jpg,train,1
